SYMBOL	treatments
IFNL4	highly active antiretroviral therapy (haart):29080719| faldaprevir:23944300| sofosbuvir:25734178;27357737;28100007;29107709;29504692;29534310;29866411;30431653;31260374| ledipasvir:25734178;27357737;28100007;29504692| interferon alfa-n1:21466653| direct acting antivirals:29866411;31260374| simeprevir:24602923;24907224;26916827;27027531;28072888| velpatasvir:29107709| ombitasvir / paritaprevir / ritonavir:-| deleobuvir:23944300| voxilaprevir:29107709| interferon alfa-2a, recombinant:24102823;24768758| interferon alfa-2b, recombinant:24102823;24768758| boceprevir:22626609| daclatasvir:25080450;30431653
IGF1R	STAUROSPORINE:8895768| THROMBIN:7499260,11375274| tamoxifen:23459444| ACETYLCYSTEINE, NAC:12485928| RALOXIFENE:14533013
IGF2	CHEMBL89363, SU5402:15516981| GLUTAMINE, L-GLUTAMINE:14746834| Platinum compounds:30672383| OSI-906 (LINSITINIB), LINSITINIB:25670080| ANDROGENS:2229290| ETOPOSIDE:15019164| FLUOXETINE:8265809| BETAMETHASONE:10495414| IFN:15342387| CABAZITAXEL:25670080| HGF:9348194| ANASTROZOLE:11983488| SOMATOTROPIN:9834461| ANTAZOLINE HYDROCHLORIDE, RBC:16192690| DOCETAXEL:25670080| GEFITINIB:16988945
IGF2-AS	Platinum compounds:30672383
IGF2BP2	oxaliplatin:26115082| epirubicin:26115082| repaglinide:-| fluorouracil:26115082
IGF2R	salbutamol:-
IGFBP1	SANDOSTATIN:9420847| STZ, STREPTOZOTOCIN:1713293,7589849| RAPAMYCIN, SIROLIMUS:11942857| DEXAMETHASONE:7683312,1714534| HORMONES:8619542,8567796| BUSERELIN:7544746| PHORBOL MYRISTATE ACETATE, PMA:8557761| DROLOXIFENE:8645625| LIOTHYRONINE SODIUM, TRIIODOTHYRONINE:9540232| ALCOHOL, ETHANOL:11894976| ORAL CONTRACEPTIVE:8530593| PROTEIN SYNTHESIS INHIBITOR:7688368| OCTREOTIDE:9512248,7525123
IGFBP3	fluorouracil:20860465| celecoxib:22336956
IGFBP4	PMSG, GONADOTROPIN, CHORIONIC:9258879
IGFBP5	TGFBETA1:16214131| STANOLONE, DHT:16368782
IGFBP6	ANTISERUM:8940357
IGFBP7	Bisphosphonates:-
IHH	TGFBETA1:9112395
IKBKG	primaquine:-| sulfadoxine:-| artesunate:-| pyrimethamine:-
IKZF1	lenalidomide, LENALIDOMIDE:24292625
IKZF3	cyclophosphamide:-
IL10	IP-10:11980656| RAPAMYCIN, SIROLIMUS:12907620| Antiinflammatory agents, non-steroids:28750137| TYLOSIN, MACROLIDE ANTIBIOTIC:16476120| AMOXICILLIN:16815316| TRETINOIN, ATRA:8982293| ANESTHETICS:11942866| RABEPRAZOLE:16815316| etanercept:-| ROFECOXIB:15613743| LISOFYLLINE:9227316| ZIDOVUDINE, AZT:10433557| CLARITHROMYCIN:16815316| PROTON PUMP INHIBITOR:16815316| SHO-SAIKO-TO:9185758| efavirenz:24819158| MESALAMINE:15887108| FLUTICASONE PROPIONATE:12372131| ACYCLOVIR:16961277| sirolimus:22094953
IL11	citalopram:25916525| 5-FLUOROURACIL, FLUOROURACIL:1832057| ALENDRONATE, ALENDRONIC ACID:12522661| ANTISENSE OLIGONUCLEOTIDES:8427997| BFGF:12063288| ETIDRONATE, ETIDRONIC ACID:12522661| DOXORUBICIN:9363868| escitalopram:23142150| 5-FU, FLUOROURACIL:7691257| AZACYTIDINE, AZACITIDINE:12543079
IL12A	ustekinumab:-| mycophenolate mofetil:21107304
IL12B	Tumor necrosis factor alpha (TNF-alpha) inhibitors:27670765;28139755| infliximab:29192552| ustekinumab:27564082
IL13	ustekinumab:27977334| adalimumab:25712183| Hepatitis vaccines:21111021
IL15	IMMUNOLOGICAL ADJUVANT:9161882| LEVODOPA:14514477| BCG:11441103,15213127| CD40L:10725717,10202112| CYCLOSPORINE, CSA:11571455,11817607,11683823| EDARAVONE, LYMPHOKINE-ACTIVATED KILLER CELLS:15893691| CELL SURFACE ANTIGENS:16129046| CYCLOSPORINE, CYCLOSPORIN:10679127| GLUCOCORTICOID:11449367| RAPAMYCIN, SIROLIMUS:14605212| MEGESTROL ACETATE:15345738| LAK, EDARAVONE:9376592| PHORBOL MYRISTATE ACETATE, PMA:10679127| MYCOPHENOLATE MOFETIL:12070425
IL16	Platinum compounds:27498158
IL17A	GENTAMICIN:18802100| RAPAMYCIN, SIROLIMUS:17061983| SIMVASTATIN:18203812| ERYTHROMYCIN:17061983| MANNITOL:18310510| Tumor necrosis factor alpha (TNF-alpha) inhibitors:24776844| AZA:17613395| IL-12, PROXYPHYLLINE:16423037| TETRACYCLINE:17785852| opioids:30106258
IL17F	IL-6:16990136| ustekinumab:26415694| ALUM:17541285| IL-17:15388258| TNF-ALPHA, STAUROSPORINE:15325804,15388258| FILGRASTIM, GRANULOCYTE COLONY-STIMULATING FACTOR:15972674
IL17RC	IL-17:16785495
IL18	peginterferon alfa-2a:19455410| PPD:11882036| ribavirin:19455410| interferons:19455410| interferon alfa-2b, recombinant:19455410| TACROLIMUS:11061569| interferon alfa-2a, recombinant:19455410| THYROXINE:16061828| HPV-16 E6:16125299| ZIDOVUDINE, ANTIVIRAL:12559970| POLYPHENOL:16143535| DEXTRAN SULFATE SODIUM:16235535| CORTICOSTEROIDS:12689659| MYCOPHENOLIC ACID:12907250| Tumor necrosis factor alpha (TNF-alpha) inhibitors:28139755| peginterferon alfa-2b:19455410| COLCHICINE:15281431
IL1A	olanzapine:21107309| MITOMYCIN-C, MITOMYCIN:8195120| HYDROXYCHLOROQUINE:8336306| IMMUNOSUPPRESSANT:1703047
IL1B	metformin:26401715| OFLOXACIN:3260587| Bisphosphonates:16257277| etidronic acid:16257277| ECHINACEA:8951617| pravastatin:14515062| CHINESE HERBS:8871284| infliximab:22960943| Tumor necrosis factor alpha (TNF-alpha) inhibitors:24776844;28696418| aspirin:19448967| POLYVALENT VACCINE:12909408| HYDROQUINONE:7589278| RESVERATROL:16389574| NICARDIPINE:1888883| ACITRETIN:1431212| VERAPAMIL:2686646| MAFOSFAMIDE:3497116| CORTISOL, HYDROCORTISONE:2162889| CYTARABINE, ARA-C:7523795| ANTIDEPRESSANT:11752890| TPA, PHORBOL MYRISTATE ACETATE:8615653| risedronate:16257277| PENTOXIFYLLINE:8048000| ERYTHROMYCIN:2534682| MAPK INHIBITORS:11382751| CEFACLOR:3260587| PENTAMIDINE:8370344| ustekinumab:28696418| antipsychotics:25560300| ACNU, NIMUSTINE HYDROCHLORIDE:2350191,1331350| FLUTICASONE PROPIONATE:11943316| BECLOMETHASONE DIPROPIONATE:9176529| AUTOANTIGEN:8781713| LANSOPRAZOLE:16815316| RALOXIFENE:12773123| LITHIUM:9342951| tiludronate:16257277| ETRETIN, ACITRETIN:2954576| morphine:27649267| THYROGLOBULIN:2788696| MELATONIN:8077674| ANTICONVULSANT:16358339| clodronate:16257277| TPN, SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE:8724378
IL1R1	IL-1:8844493,9923819,2162889| ADJUVANT:15048719| RETINOIC ACID, TRETINOIN:2465548| CHLORFENSON, AS101:7539780| VITAMIN D:12193704| INTERLEUKIN-1:9185713,7524717| ALCOHOL, ETHANOL:16272348| CORTICOSTEROIDS:9753488| EPOETIN ALFA, EPO:16337691| GENISTEIN:10400830| ANAKINRA, IL-1RA:9555664| ALUM:12672065
IL1RN	MTX, METHOTREXATE:8877917| haloperidol:27023437| Tumor necrosis factor alpha (TNF-alpha) inhibitors:24776844
IL2	RTGF-BETA:8098027| CELL DIFFERENTIATING AGENT:14646537| CALCITRIOL:3492067| DIETHYLSTILBESTROL DIPHOSPHATE:8083332| GARLIC EXTRACT:8402735| DHEA, PRASTERONE:16091484| PHYTOCHEMICALS:15905551| TRICHOSTATIN A, TRICHOSTATIN:8682722| BECLOMETHASONE:8071057| BROMOCRIPTINE:8191163| GENTAMICIN:1598936| IMIPENEM:7796708| 4-HYDROPEROXYCYCLOPHOSPHAMIDE, PERFOSFAMIDE:3497116| METOCLOPRAMIDE:8191163| PROTEASOME INHIBITOR:11477338| MISTLETOE LECTIN:11576848| MONOCLONAL ANTIBODY 17-1A:11350880| CLOZAPINE:15053234| HALOFUGINONE:15177499| RCD4:8376811| INTERFERON BETA-1B:9628465| TICARCILLIN:1598936| ITRACONAZOLE:1330944| DIDEMNIN B:3258949| MTX, METHOTREXATE:9669212| CYCLOOXYGENASE INHIBITOR:3263105| AMIKACIN SULFATE:1598936| NG-MONOMETHYL-L-ARGININE, TARGININE:8475085| PARACETAMOL, ACETAMINOPHEN:11053919| CEFEPIME:8106902| PROTEIN KINASE C INHIBITOR:8394695| GLYBURIDE:10466081| CAROTENOIDS:1796012| ROXITHROMYCIN:1513198| OFLOXACIN:2115511| BACILLUS CALMETTE-GUERIN:12707736| PYRIMETHAMINE:3497888| CYCLOSPORINE, CSA:12135706,7529939| LAK, EDARAVONE:1698527| AZIRIDINE:17197726| TROPISETRON:11053919| PRAVASTATIN:16051523| ALPHA-METHYL-P-TYROSINE:15456539| TYLOSIN, MACROLIDE ANTIBIOTIC:1513198| MARIJUANA:1667651| MIDOSTAURIN, CGP41251:15914319| SIGNAL TRANSDUCTION INHIBITORS:9414133| QUININE:3497888,2846451| GARLIC:10737264| PEFLOXACIN:9869897| PROCHLORPERAZINE:8564607| tacrolimus:26894651| HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:9334854| rituximab:23645042| PENTAMIDINE ISETHIONATE:8564607
IL21R	ribavirin:19749758| peginterferon alfa-2b:19749758
IL22RA2	Antiinflammatory agents, non-steroids:-
IL23A	ustekinumab:-
IL23R	celecoxib:23778325| Tumor necrosis factor alpha (TNF-alpha) inhibitors:26194362
IL27	VACCINE:16369012| adalimumab:25712183
IL2RA	HORMONES:3090550| DIDEOXYINOSINE, DIDANOSINE:1774603| BECLOMETHASONE DIPROPIONATE:9314351| TXP:9193586| HEPATITIS B VACCINE:11135687| 5-FLUOROURACIL, FLUOROURACIL:9238541| THYMOSIN FRACTION 5:3090550| CAFFEINE:3129507| R24:8814260| VERAPAMIL:2645720| PROGESTERONE:12405159| BRYOSTATIN:10988359| 6-MP, MERCAPTOPURINE:1580639| ANTISERUM:1634253| ISOTRETINOIN, 13-CIS RETINOIC ACID:8952316| LENTINAN:10681809| DINITROCHLOROBENZENE:9607619| L-778123, L-778,123:15528977| STAUROSPORINE:1560050| DAC, DECITABINE:15814281| DEXTRAN SULFATE SODIUM, DEXTRAN SULFATE:10653436| 2-CDA, CLADRIBINE:9619876| IL-2 GENE:2594781| THEOPHYLLINE:3129507| MEGESTROL ACETATE:8562975| IL-2:9167045| METHYLPREDNISOLONE:8981122| THYROXINE:15068404| PACLITAXEL, TAXOL:16595340| PROPYLTHIOURACIL:8340196| ATORVASTATIN:16207471| SHO-SAIKO-TO:8980988| METHIMAZOLE:7647571,1760523,8340196| ANTITUBERCULOSIS:10566174| GARLIC:10737264| AUTOLOGOUS TUMOR CELLS:2138932| TPN, SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE:11895146| INTERFERON BETA-1B:9762669| DNCB:9607619| FLUTAMIDE:11312147| EF-2:2140788| CETIRIZINE:7591422| HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:9334854| denileukin diftitox:-| TOTAL PARENTERAL NUTRITION, SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE:11895146| CHINESE HERBS:16152828
IL3RA	IL-3:8910323| EPOETIN ALFA, EPO:8910323
IL4	aspirin:20921925
IL4R	pitrakinra:-| sunitinib:28117434| Hepatitis vaccines:21111021
IL5	CYCLOSPORINE, CSA:9237106| INTERLEUKIN-3:8485042| METHYLPREDNISOLONE:1551701,10836352| ADENOVIRUS VECTOR:16780678| CYCLOPHOSPHAMIDE:11006010
IL6	SELENIUM:16036356| VITAMIN K:12053098| SAQUINAVIR:15388451| GALLIUM NITRATE:8788232| FENTANYL:9527747| SELECTIVE ESTROGEN RECEPTOR MODULATORS:15762036| RECOMBINANT HUMAN IL-4:11228246| DIHYDROSPINGOSINE, DIHYDROSPHINGOSINE:10022508| etanercept:24253594| INSULIN:17392554| Tumor necrosis factor alpha (TNF-alpha) inhibitors:22158445;24776844| ECHINACEA:9568541| HMG-COA REDUCTASE INHIBITOR:12953163| IMIPENEM CILASTATIN SODIUM:7933537| LINEZOLID:14561977| ribavirin:-| adalimumab:24253594| ARSENIC TRIOXIDE:16638192| IFOSFAMIDE:9260581| LEVOFLOXACIN:12714806| ENZYME INHIBITOR:11928713| CHINESE HERBS:15768879| NELFINAVIR:15388451| infliximab:24253594| RETINYL PALMITATE:17377406| INTERFERON ALFA-2B, INTERFERON ALPHA-2B:10022737| peginterferon alfa-2a:-| duloxetine:26556688| SERM:12901849| MIDOSTAURIN, CGP41251:10463595| SIGNAL TRANSDUCTION INHIBITORS:16525725| GEMFIBROZIL:8941582| METRONIDAZOLE:12111578| peginterferon alfa-2b:-| BIAFINE:9449167| fenofibrate:16607077| rituximab:26384320
IL6R	THALIDOMIDE:12515619| PROTEASOME INHIBITOR:18298552| 5-FU, FLUOROURACIL:8888499
IL6ST	purine analogues:23570467
IL7	TPN, SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE:17215438| DNA VACCINE:10973449| ALUM:8021814| RAPAMYCIN, SIROLIMUS:14657335| HIV VACCINE:9158092| LAK, EDARAVONE:12885363
IL7R	RUXOLITINIB (IN SH2B3 DELETED):22897847,22955920| Ruxolitinib, RUXOLITINIB:22897847,22955920
IL9R	IL-9:7966560
ILF3	CYCLOSPORINE, CSA:9843854| IL-2:12504009
ILKAP	hydrochlorothiazide:-
IMPDH1	thioguanine:-| azathioprine:26332308| methotrexate:26237184| mercaptopurine:26237184
IMPDH2	mycophenolic acid:18444945;19617864;19770842;20679962;21996196;22960765;24220207| cyclosporine:18444945;19617864;19770842;21996196;22960765| azathioprine:26332308
INHA	ANTISERUM:9096867,7706979
INHBE	GNRH, GONADORELIN ACETATE:8756531
INPP1	LITHIUM:16787706
INPPL1	ANTISENSE OLIGONUCLEOTIDES:10958682
INS-IGF2	Platinum compounds:30672383
INSR	cyclophosphamide:-| topiramate:26524290| fluorouracil:-| epirubicin:-
INVS	duloxetine:29407288
IRAK4	IL-1:15084582
IRF1	CYTOKINES:17947510
IRF2	INTERFERON GAMA-1B, INTERFERON GAMMA:10859338| IFN:16241857,16533423
IRF3	IFN:10692430
IRF6	interferon beta-1b:30013178| interferon beta-1a:30013178
IRS1	GLIMEPIRIDE:15710354| epirubicin:-| INOSITOL:9693122| ALCOHOL, ETHANOL:7526037| fluorouracil:-| cyclophosphamide:-| DHEA, PRASTERONE:15501480
IRS2	INSULIN:11522686,9421369,16037106,12687350| DEXAMETHASONE:16943575| ASPIRIN:18059035
ITGA11	IFN:16697656
ITGA2B	THROMBIN:14652636,7689831| ANTIANGIOGENIC:12019160| tirofiban:20938371| eptifibatide:20938371| ASPIRIN:11583738,11096182| ENOXAPARIN:12734394| RECOMBINANT TISSUE PLASMINOGEN ACTIVATOR, PHORBOL MYRISTATE ACETATE:15678117| abciximab:20938371
ITGA5	DIMETHYL SULFOXIDE, DMSO:9678720| CILMOSTIM, M-CSF:11061591
ITGAL	H2O2, HYDROGEN PEROXIDE:9624736| CHEMOKINES:11747824| RECOMBINANT INTERFERON BETA-1A, INTERFERON BETA-1A:11412874| CYCLOSPORINE, CSA:14550820| EPOETIN ALFA, EPO:9310190| CLOBETASOL PROPIONATE:11555673| RAPAMYCIN, SIROLIMUS:10515383| ANTITHYMOCYTE GLOBULIN:8970608,9389690| CYCLOSPORIN A, CYCLOSPORINE:7907109,11555673| HYDROGEN PEROXIDE:9624736| MMF, MYCOPHENOLATE MOFETIL:14550820| PHORBOL MYRISTATE ACETATE, PMA:2564369,8104888,2547869,7693806| THROMBIN:8598231| GP39:7843250| CD40L:10940895| MIP-1 ALPHA:9176534| BUSULFAN:9389690| OPIOIDS:10232386| STAUROSPORINE:1356124| LYMPHOKINES:8007461| OPIOID:10232386| CYCLOPHOSPHAMIDE:9389690| TACROLIMUS, FK 506:14550820| ETOPOSIDE:9389690| ATG, ATPGAMMAS:9389690| CYCLOSPORINE:14550820,10515383| 5-FU, FLUOROURACIL:8888499| RTX, RESINIFERATOXIN:9374538
ITGAM	ATORVASTATIN:18333374| PHENYLEPHRINE:10973693| LIAROZOLE:9603657| FENTANYL:15098168| CLARITHROMYCIN:12167449| DIMETHYL SULFOXIDE, DMSO:15839205| THEOPHYLLINE:9762784| PROTEIN KINASE C INHIBITOR:8125132| MORPHINE:15098168| ANTI-INFLAMMATORY DRUGS:7943251| HYDROCORTISONE:18028766| 6-OHDA:11478935
ITGAV	CYTARABINE, ARA-C:9252649
ITGAX	IL-1:2564407| PHORBOL MYRISTATE ACETATE, PMA:15665425| PROTEASE INHIBITORS:15078959
ITGB2	COLCHICINE:7543498,1363595| CYCLOOXYGENASE INHIBITOR:2054945| PROTEOLYTIC ENZYMES:8600653| LAK, EDARAVONE:7947458,8095153,10520177,8128185,7651927,2469657,3294581,8917631,1968054,1362916| PHORBOL MYRISTATE ACETATE:9443649,9129206| RETINOIC ACID, TRETINOIN:12485937,11426618| INDOMETHACIN:11950807| ALCOHOL, ETHANOL:8803617| SALINE, SODIUM CHLORIDE:12688543| SODIUM BUTYRATE:7905674| H2O2, HYDROGEN PEROXIDE:8699865,8959153| RAVIDASVIR, RECOMBINANT C5A:1683814| BUTEIN:8982701| MMF, MYCOPHENOLATE MOFETIL:14550820| THALIDOMIDE:11838958| PREDNISONE:8976974| CYCLOSPORINE, CSA:8212167| ANTIBIOTIC:8096833| OPIOIDS:10232386| HYDROGEN PEROXIDE:8959153| LYMPHOKINES:8007461| OPIOID:10232386| MEGAKARYOCYTE GROWTH AND DEVELOPMENT FACTOR:9531338| CYCLOPHOSPHAMIDE:9523002| PHORBOL MYRISTATE ACETATE, PMA:7531948,12225365,7739574| RANTES:9174593| LAK CELLS, EDARAVONE:7947458,1380897,8128185,12202941,7908992,1968054,1379184,8641971| ENZYME INHIBITOR:12377937| PENTOXIFYLLINE:10363593| CYCLOSPORINE:9777701| METHYLPREDNISOLONE:8976974| LAK CELL, EDARAVONE:7947458,8381564,1683349| FAS-LIGAND, RIZATRIPTAN:12730690| ANTI-CD3 ANTIBODY:7517362
ITGB3	tirofiban:20938371| eptifibatide:20938371
ITIH3	clozapine:27396837
ITPA	protease inhibitors:26071337| folic acid:16947783| corticosteroids:26644204| interferon alfa-2b, recombinant:21503919| antineoplastic agents:26644204
ITPKC	Immunoglobulins:21987091
IVL	infliximab:29192552| TOPICAL CORTICOSTEROIDS:1761793| adalimumab:29192552| RETINOID, ETRETINATE:12445200,8381448| RETINYL ACETATE:6189593| PERILLYL ALCOHOL:10769631
JAG1	CORTISOL, HYDROCORTISONE:11948681
JAK1	Ruxolitinib, RUXOLITINIB:18805579,22955920| PEMBROLIZUMAB:27903500,27433843| RUXOLITINIB:22955920| RUXOLITINIB:26701727| ENZASTAURIN:22333600
JAK2	Pyridone 6, CHEMBL21156:22916261| Ruxolitinib, RUXOLITINIB:22875628,22899477| AZD1480, AZD-1480:21926964| TGX-221:24251790| AZD-1208, AZD1208:26472029| SGI-1776:26472029| Momelotinib, MOMELOTINIB:24398328,21926964| BEZ235, DACTOLISIB:24251790| ZSTK-474, ZSTK474:24251790| FEDRATINIB, TG101348:18394554| NVP-BVB808:22271575| Imatinib, IMATINIB:21224473| PEMBROLIZUMAB:27433843| GO-6976, Go 6976:16956345| Ruxolitinib, RUXOLITINIB:24398328,21926964,22271575,24251790,21393331,26472029| PEGYLATED IFN-ALPHA-2A:16709929| GDC-0941, PICTILISIB:24251790| AUY922, NVP-AUY922:24398328| LESTAURTINIB, Lestaurtinib:21926964| NVP-BSK805:27075627,22271575| PACLITAXEL, paclitaxel:27075627| Tumor necrosis factor alpha (TNF-alpha) inhibitors:28139755| A-1155463:25787766| Ruxolitinib, RUXOLITINIB:25260694,25515960,23400675,25207766,22875628,23630205,22899477| PEMBROLIZUMAB, Pembrolizumab:27433843| SHP099:27362227| AZ960:24398328| RUXOLITINIB:18805579,16293597,20339092,22829971,15781101,16081687,22955920,20631743,19287384,20585391,21120162,22041374,16709929,19470474,18394554,21689158,23115274,22368270,25157968,22818858,24986690,24404189,22422826,22571758| SAR302503, FEDRATINIB:24398328,21926964| CHZ868:26175413
JAK3	TOFACITINIB, Tofacitinib:26446793,22705984,21821710,25146434| JANEX-1:18397343| Ruxolitinib, RUXOLITINIB:26446793| TOFACITINIB:25193870| ATEZOLIZUMAB:26014096| NIBR3049:26446793
JUN	DFMO:9950818| L-EFLORNITHINE, ALPHA-DIFLUOROMETHYLORNITHINE:9950818
JUNB	UVB:9607142| DEXAMETHASONE:9024781| INSULIN:8264634| CYTOKINES:9591138
JUND	CLOZAPINE:12093589
KAT2B	opioids:-| cannabinoids:-| amphetamine:-| cocaine:-
KCNA1	MTX, METHOTREXATE:10727107| DFMO:10666025| BUPIVACAINE:12761353
KCNA2	6-OHDA:17027171| STZ, STREPTOZOTOCIN:17982915
KCNA4	VERAPAMIL:18604993
KCNA5	DIHYDROTESTOSTERONE, STANOLONE:8823008| TERFENADINE:7670728| HORMONES:9299396| LORATADINE:9271355
KCNE1	amiodarone:-| quinidine:-| diuretics:-| Antibiotics:-| sotalol:-| antipsychotics:-
KCNH2	OESTRADIOL, ESTRADIOL:18440994| atenolol:-| amiodarone:11997281| dofetilide:15522280| MOXIFLOXACIN:16474415| Celiprolol:-| quinidine:16842817| doxazosin:-| ANXIOLYTIC:16494862| nitrendipine:-| calcium channel blockers:-| bisoprolol:-| PROPOFOL:16368812| disopyramide:16842817
KCNIP1	verapamil:17700361;18496125;18854753
KCNJ11	GLIMEPIRIDE:12086984| EPIGALOCATECHIN GALLATE, EGCG:17656102| PHENTOLAMINE:9326676| FLECAINIDE:11429398| metformin:16595597| STREPTOZOTOCIN:11798815| repaglinide:20054294| tacrolimus:22264780
KCNJ3	THYROTROPIN:10075694| CLOZAPINE:10780978
KCNJ6	fentanyl:-| morphine:27027462| opioids:20220551| Analgesics:19756153;20220551| methadone:20220551
KCNMA1	quetiapine:-
KCNMB1	verapamil:17700361;18496125;18854753
KCNN1	corticosteroids:30697902
KCNQ1	epirubicin:26115082| repaglinide:22414228| oxaliplatin:26115082| celecoxib:22336956| INSULIN:17182020| DOLASETRON:11046096| tacrolimus:21355884| fluorouracil:26115082
KCNQ2	celecoxib:22336956
KCNQ3	celecoxib:22336956
KCNQ4	celecoxib:22336956
KCNQ5	celecoxib:22336956| irinotecan:25127363
KCNT2	Bisphosphonates:-
KDM6A	GSK343:28228601
KDR	CETUXIMAB, Cetuximab:27149458| LUCITANIB, Lucitanib:25193991| pazopanib:25411163| MOTESANIB, Motesanib:21422803| Vandetanib, VANDETANIB:26578684| Anti-VEGFR2 CAR CD8 lymphocytes:20978347,23633494| GEMCITABINE, Gemcitabine:19930156| axitinib:20124951| dexamethasone:28488026| carfilzomib:28488026| SORAFENIB:19723655| Ramucirumab, RAMUCIRUMAB:20048182| Pz-1:26126987| vandetanib:20124951| lenalidomide:28488026| unspecified VEGFR2 antibody:26631613| SUNITINIB:19723655| radiotherapy:-| sorafenib:20124951;20630084;24510746;25182707;25816720;28362716| Regorafenib, REGORAFENIB:27004155| brivanib:20124951| motesanib:20124951| VEGFR2-169:19930156| Sorafenib, SORAFENIB:19723655| TAS-115:24140932| Sunitinib, SUNITINIB:27149458,20142593,28011623,19723655
KHK	fructose:24915143
KIAA0391	zileuton:25963335
KIAA2026	cytarabine:28570300| idarubicin:28570300
KIF6	rosuvastatin:30304062
KIR2DL2	methotrexate:27251940
KIR2DL3	IFN:10815620
KIR2DS2	peginterferon alfa-2b:26975229
KIR2DS4	methotrexate:25069714
KIRREL2	losartan:28353407
KIT	Imatinib, IMATINIB:19282169,25641662,16098458,12181401,18235121,23177515,17046465,23775962,21642685,15451219| DASATINIB, Dasatinib:21689725,18024392,25594040,18986703,19671763,17699867,16397263,23582185| QUIZARTINIB:21689725,24045550,19164557,15972446,16384925,18024392,18986703,22504184,16912224,23714533,25157968,17259998,23582185,16731599| PEMBROLIZUMAB, Pembrolizumab:28514312| PKF118-310:28611108| Sunitinib, SUNITINIB:19164557,19861435,25594040,18955458,25239608,23582185,26772734| midostaurin:-| Bevacizumab, BEVACIZUMAB:25363205| Imatinib, IMATINIB:18795925,15790786,21689725,26316776,27370604,24317392,25673643,26687836,15236194,15201427,27980106,12481435,25015329,28611108,19861435,25594040,21969494,28196207,24419427,25003536,23567324,25239608,19812602,20372153,12374669,18751412,16954519,16015387,16462496,16751810,23582185,27777285,28334365| Nilotinib, NILOTINIB:28843487,20442311,25594040,25209843,28327988,17699867,23582185| Trametinib, TRAMETINIB:28514312| Ponatinib, PONATINIB:24552773,21482694,22301675,25239608| MOTESANIB, Motesanib:20633291| Regorafenib, REGORAFENIB:19282169,25641662,16098458,12181401,18235121,23177515,17046465,15451219| Nilotinib, NILOTINIB:21456006,22119758,22068222,25695690| SUNITINIB:16638875,18955458,22261812,22439647| Sorafenib, SORAFENIB:19139124,24317392,17229632,22665524,20372153,17699867,19461405,25363205,20970876| Ponatinib, PONATINIB:10517,25239608,10535,2015| QUIZARTINIB, Quizartinib:23497317| DASATINIB:21689725,24045550,19164557,15972446,16384925,18024392,15685537,23149070,18986703,22504184,16912224,18559612,23714533,25157968,17699867,22932406,17259998,21642685,23582185,16731599| PD-0325901:26936919| BGJ398, INFIGRATINIB:25673643| CYTARABINE, Cytarabine:18986703| CHEMBL2325503, G007-LK:28611108| Sorafenib, SORAFENIB:18936790,20372153| SORAFENIB:19671763,17699867| IMATINIB:15790786,9438854,21159146,21689725,20088873,24045550,18936790,7530509,15236194,19164557,15201427,15972446,16384925,18024392,15685537,19861435,11276010,21969494,16638875,18986703,21690468,23375402,18980976,22357254,17372901,22504184,24687822,16908931,19175693,16912224,15930355,19812602,23775962,23714533,19671763,25157968,16046538,22932406,17363509,17259998,21642685,16954519,16751810,23582185,22355224,16731599| Regorafenib, REGORAFENIB:21170960,27371698,25239608| Imatinib, IMATINIB:21689725,21690468,18955458,22261812,16624552,18421059,18955451,17259998,21642685,23582185| XAV939:28611108| sorafenib:28362716| Nilotinib, NILOTINIB:19467857,21456006,17419150,22357255,22270258,23140824| imatinib:24531699;11526490| SORAFENIB:22357254,17699867,19461405| Sunitinib, SUNITINIB:21690468,22261812,18421059,21642685| sunitinib:19248971| Midostaurin, MIDOSTAURIN:25209843| BPR1J373:27512117| IMATINIB:22114577,15201427,21953054,16143141,21690468,17372901,16624552,18421059,23775962,19671763,17699867,14645423,21642685,16954519| PLX3397, PLX-3397:24583793| Sunitinib, SUNITINIB:19282169,25641662,16098458,12181401,18235121,23177515,17046465,19461405,15451219,20571495,25592632| DASATINIB, Dasatinib:19467857,21456006,17419150,22357255,22270258,23140824| DASATINIB:21953054,17372901,19671763,17699867| CABOZANTINIB, cabozantinib:24205792,25836719,27777285| MK-2206, MK2206:27370604| Sorafenib, SORAFENIB:19467857,21456006,17419150,22357255,22270258,19461405,20571495,25592632,23140824| SUNITINIB:19861435,21969494,23375402,22357254| MIDOSTAURIN:27355533| NILOTINIB:28720666,17372901,19671763,17699867
